shrinkage,interaction.depth,n.minobsinnode,n.trees,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.392290676259436,2,25,64,0.508737373737374,0.538181818181818,0.475555555555556,0.141389806708537,0.164581041891957,0.160602314579448
0.125989376757294,3,16,244,0.482713804713805,0.461818181818182,0.483333333333333,0.137055850399549,0.169343189964819,0.170236356865412
0.481618560676929,7,8,441,0.500447811447811,0.498181818181818,0.480740740740741,0.152736778833099,0.167753839932793,0.192912593960984
0.121065738617908,10,10,991,0.489909090909091,0.465757575757576,0.465185185185185,0.15389753234123,0.159806867858437,0.192753641280167
0.593436408567941,6,22,1010,0.475346801346801,0.469393939393939,0.48037037037037,0.145254300544301,0.172627975637878,0.184445906224493
0.485355078885797,4,12,1391,0.478181818181818,0.469090909090909,0.498148148148148,0.153023710849801,0.155044372618821,0.155940501619718
0.192893643976422,10,15,1648,0.465397306397306,0.465454545454545,0.467037037037037,0.134449948172848,0.156084901376563,0.158308516797756
0.370719778663479,9,13,1670,0.469612794612795,0.478181818181818,0.478148148148148,0.157527647817753,0.182046878113087,0.152501026476829
0.458453601068817,4,10,1958,0.485683501683502,0.445151515151515,0.57962962962963,0.151102100243497,0.171717612227189,0.16739517241878
0.306293020110112,5,15,2010,0.466569023569024,0.469090909090909,0.477777777777778,0.137490444829744,0.145054308281751,0.173536574037681
0.191622380292276,8,15,2229,0.467161616161616,0.455454545454545,0.473703703703704,0.140163852275335,0.147716541688855,0.174868029868286
0.0118071019412018,8,17,2379,0.486299663299663,0.478787878787879,0.490740740740741,0.149087691390636,0.180880549934847,0.175732568340141
0.012188943291083,9,11,2937,0.493905723905724,0.465151515151515,0.480740740740741,0.146351618870919,0.161446216377929,0.182875507146116
0.273402466107393,6,7,3631,0.464988215488216,0.307272727272727,0.711851851851852,0.145544650002901,0.139848878254104,0.190469683036684
0.148745328380493,3,8,4418,0.478592592592593,0.472121212121212,0.46,0.166341093896823,0.176067898852047,0.184605478333951
