mincriterion,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.00793886184692383,0.560828282828283,0.623333333333333,0.467777777777778,0.145832757322811,0.17310935028165,0.159323548757209
0.0209453995339572,0.563377104377104,0.633636363636364,0.451851851851852,0.145212719447911,0.17710425239233,0.165174246097021
0.031956733437255,0.556057239057239,0.617272727272727,0.452962962962963,0.144886291865878,0.19381061228433,0.172174219817116
0.0331422588787973,0.556057239057239,0.617272727272727,0.452962962962963,0.144886291865878,0.19381061228433,0.172174219817116
0.36954507092014,0.526676767676768,0.573636363636364,0.394444444444444,0.130038494810862,0.29993207172442,0.294099052826702
0.39046805142425,0.526676767676768,0.593636363636364,0.368518518518519,0.128225292966498,0.307854340022756,0.290506572039085
0.536998667754233,0.51610101010101,0.591515151515152,0.371851851851852,0.11856238118921,0.323294643069282,0.30218071234729
0.592751909280196,0.515427609427609,0.591515151515152,0.371851851851852,0.115152593483782,0.323294643069282,0.30218071234729
0.613572956295684,0.514594276094276,0.574848484848485,0.395185185185185,0.114005296448838,0.314272294579264,0.307445334563489
0.61632644943893,0.514594276094276,0.574848484848485,0.395185185185185,0.114005296448838,0.314272294579264,0.307445334563489
0.704064616002142,0.502240740740741,0.591515151515152,0.365555555555556,0.10982160156862,0.306878801240958,0.302400640370886
0.71447713742964,0.504462962962963,0.591515151515152,0.365555555555556,0.107873485210079,0.306878801240958,0.302400640370886
0.784722055308521,0.493833333333333,0.601515151515152,0.362222222222222,0.0970645691692483,0.320729463286022,0.316961951457545
0.854134330293164,0.481200336700337,0.53969696969697,0.415555555555556,0.0906708609693666,0.347744295142045,0.357568535467548
0.941347169689834,0.462207070707071,0.736969696969697,0.186666666666667,0.0748049793747497,0.347813537219753,0.29154978500971
